aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r37	1	120899999	+	1	120900000	-	aid=r37;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r38	1	131999999	+	1	132000000	-	aid=r38;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r39	1	142749999	+	1	142750000	-	aid=r39;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r40	1	142899999	+	1	142900000	-	aid=r40;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r41	1	142949999	+	1	142950000	-	aid=r41;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r42	1	146199999	+	1	146200000	-	aid=r42;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r43	1	146299999	+	1	146300000	-	aid=r43;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r44	1	146357067	+	1	146357068	-	aid=r44;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r45	1	148299999	+	1	148300000	-	aid=r45;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r46	1	148349999	+	1	148350000	-	aid=r46;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r47	1	148699999	+	1	148700000	-	aid=r47;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r48	1	148749999	+	1	148750000	-	aid=r48;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r49	1	149284932	+	1	149284933	-	aid=r49;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r50	1	149749999	+	1	149750000	-	aid=r50;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r51	1	152849999	+	1	152850000	-	aid=r51;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r52	1	152933068	+	1	152933069	-	aid=r52;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r53	1	152949999	+	1	152950000	-	aid=r53;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r54	1	153057232	+	1	153057233	-	aid=r54;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r55	1	153058296	+	1	153058297	-	aid=r55;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r56	1	153445283	+	1	153445284	-	aid=r56;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r57	1	153446530	+	1	153446531	-	aid=r57;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r58	1	154333316	+	1	154333317	-	aid=r58;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r59	1	154333648	+	1	154333649	-	aid=r59;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r60	1	154338368	+	1	154338369	-	aid=r60;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r61	1	154349999	+	1	154350000	-	aid=r61;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r62	1	156499999	+	1	156500000	-	aid=r62;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r63	1	156549999	+	1	156550000	-	aid=r63;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r64	1	156990402	+	1	156990403	-	aid=r64;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r65	1	156999999	+	1	157000000	-	aid=r65;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r66	1	164087578	+	1	164087579	-	aid=r66;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r67	1	164096305	+	1	164096306	-	aid=r67;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r68	1	169199999	+	1	169200000	-	aid=r68;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r69	1	169249999	+	1	169250000	-	aid=r69;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r70	1	175036997	+	1	175036998	-	aid=r70;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r71	1	175039859	+	1	175039860	-	aid=r71;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r72	1	196662217	+	1	196662218	-	aid=r72;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r73	1	196666229	+	1	196666230	-	aid=r73;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r74	1	197770716	+	1	197770717	-	aid=r74;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r75	1	204041551	+	1	204041552	-	aid=r75;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r76	1	204044259	+	1	204044260	-	aid=r76;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r77	1	205999999	+	1	206000000	-	aid=r77;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r78	1	206099999	+	1	206100000	-	aid=r78;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r79	1	217494021	+	1	217494022	-	aid=r79;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r80	1	217497756	+	1	217497757	-	aid=r80;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r81	1	217849999	+	1	217850000	-	aid=r81;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r82	1	217874288	+	1	217874289	-	aid=r82;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r83	1	217874515	+	1	217874516	-	aid=r83;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r84	1	217875431	+	1	217875432	-	aid=r84;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r85	1	217875684	+	1	217875685	-	aid=r85;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r86	1	217875833	+	1	217875834	-	aid=r86;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r87	1	226199999	+	1	226200000	-	aid=r87;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r88	1	226227485	+	1	226227486	-	aid=r88;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r89	1	244878204	+	1	244878205	-	aid=r89;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r90	1	244880428	+	1	244880429	-	aid=r90;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r91	10	13031944	+	10	13031945	-	aid=r91;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r92	10	13032473	+	10	13032474	-	aid=r92;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r93	10	21824999	+	10	21825000	-	aid=r93;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r94	10	21856295	+	10	21856296	-	aid=r94;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r95	10	23698550	+	10	23698551	-	aid=r95;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r96	10	23699272	+	10	23699273	-	aid=r96;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r97	10	25499999	+	10	25500000	-	aid=r97;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r98	10	25549999	+	10	25550000	-	aid=r98;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r99	10	30949999	+	10	30950000	-	aid=r99;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r100	10	30999999	+	10	31000000	-	aid=r100;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r101	10	31624999	+	10	31625000	-	aid=r101;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r102	10	31749999	+	10	31750000	-	aid=r102;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r103	10	38916426	+	10	38916427	-	aid=r103;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r104	10	38916698	+	10	38916699	-	aid=r104;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r105	10	44799999	+	10	44800000	-	aid=r105;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r106	10	44874999	+	10	44875000	-	aid=r106;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r107	10	45449299	+	10	45449300	-	aid=r107;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r108	10	45449999	+	10	45450000	-	aid=r108;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r109	10	46524999	+	10	46525000	-	aid=r109;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r110	10	46799999	+	10	46800000	-	aid=r110;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r111	10	47199999	+	10	47200000	-	aid=r111;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r112	10	47349999	+	10	47350000	-	aid=r112;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r113	10	47399999	+	10	47400000	-	aid=r113;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r114	10	47474999	+	10	47475000	-	aid=r114;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r115	10	48174999	+	10	48175000	-	aid=r115;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r116	10	48274999	+	10	48275000	-	aid=r116;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r117	10	48899999	+	10	48900000	-	aid=r117;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r118	10	48949999	+	10	48950000	-	aid=r118;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r119	10	48999999	+	10	49000000	-	aid=r119;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r120	10	49124999	+	10	49125000	-	aid=r120;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r121	10	49299999	+	10	49300000	-	aid=r121;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r122	10	51149999	+	10	51150000	-	aid=r122;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r123	10	51199999	+	10	51200000	-	aid=r123;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r124	10	54027517	+	10	54027518	-	aid=r124;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r125	10	54104072	+	10	54104073	-	aid=r125;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r126	10	62031352	+	10	62031353	-	aid=r126;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r127	10	73327709	+	10	73327710	-	aid=r127;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r128	10	73328237	+	10	73328238	-	aid=r128;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r129	10	76346087	+	10	76346088	-	aid=r129;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r130	10	76348407	+	10	76348408	-	aid=r130;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r131	10	77649999	+	10	77650000	-	aid=r131;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r132	10	77686354	+	10	77686355	-	aid=r132;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r133	10	79528489	+	10	79528490	-	aid=r133;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r134	10	79528950	+	10	79528951	-	aid=r134;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r135	10	82501407	+	10	82501408	-	aid=r135;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r136	10	82514858	+	10	82514859	-	aid=r136;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r137	10	82627797	+	10	82627798	-	aid=r137;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r138	10	82628097	+	10	82628098	-	aid=r138;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r139	10	82899999	+	10	82900000	-	aid=r139;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r140	10	82935482	+	10	82935483	-	aid=r140;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r141	10	82949999	+	10	82950000	-	aid=r141;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r142	10	82954966	+	10	82954967	-	aid=r142;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r143	10	83099999	+	10	83100000	-	aid=r143;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r144	10	83149999	+	10	83150000	-	aid=r144;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r145	10	83792731	+	10	83792732	-	aid=r145;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r146	10	83809306	+	10	83809307	-	aid=r146;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r147	10	84653430	+	10	84653431	-	aid=r147;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r148	10	84666640	+	10	84666641	-	aid=r148;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r149	10	85153882	+	10	85153883	-	aid=r149;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r150	10	85157269	+	10	85157270	-	aid=r150;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r151	10	86932821	+	10	86932822	-	aid=r151;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r152	10	86942404	+	10	86942405	-	aid=r152;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r153	10	87039028	+	10	87039029	-	aid=r153;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r154	10	87065513	+	10	87065514	-	aid=r154;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r155	10	87299999	+	10	87300000	-	aid=r155;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r156	10	87329392	+	10	87329393	-	aid=r156;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r157	10	87349999	+	10	87350000	-	aid=r157;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r158	10	87356287	+	10	87356288	-	aid=r158;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r159	10	87753704	+	10	87753705	-	aid=r159;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r160	10	87764679	+	10	87764680	-	aid=r160;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r161	10	88049999	+	10	88050000	-	aid=r161;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r162	10	88054815	+	10	88054816	-	aid=r162;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r163	10	88087040	+	10	88087041	-	aid=r163;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r164	10	88099999	+	10	88100000	-	aid=r164;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r165	10	88149999	+	10	88150000	-	aid=r165;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r166	10	88163120	+	10	88163121	-	aid=r166;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r167	10	88341713	+	10	88341714	-	aid=r167;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r168	10	88349999	+	10	88350000	-	aid=r168;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r169	10	89439377	+	10	89439378	-	aid=r169;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r170	10	89445135	+	10	89445136	-	aid=r170;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r171	10	89599999	+	10	89600000	-	aid=r171;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r172	10	89632596	+	10	89632597	-	aid=r172;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r173	10	89640859	+	10	89640860	-	aid=r173;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r174	10	89649999	+	10	89650000	-	aid=r174;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r175	10	89717766	+	10	89717767	-	aid=r175;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r176	10	89718756	+	10	89718757	-	aid=r176;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r177	10	89822042	+	10	89822043	-	aid=r177;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r178	10	89823807	+	10	89823808	-	aid=r178;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r179	10	90049999	+	10	90050000	-	aid=r179;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r180	10	90084501	+	10	90084502	-	aid=r180;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r181	10	90099999	+	10	90100000	-	aid=r181;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r182	10	90100422	+	10	90100423	-	aid=r182;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r183	10	90369628	+	10	90369629	-	aid=r183;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r184	10	90374950	+	10	90374951	-	aid=r184;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r185	10	91449999	+	10	91450000	-	aid=r185;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r186	10	91453132	+	10	91453133	-	aid=r186;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r187	10	91476852	+	10	91476853	-	aid=r187;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r188	10	91499999	+	10	91500000	-	aid=r188;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r189	10	91895520	+	10	91895521	-	aid=r189;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r190	10	91899999	+	10	91900000	-	aid=r190;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r191	10	91944957	+	10	91944958	-	aid=r191;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r192	10	91949999	+	10	91950000	-	aid=r192;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r193	10	92069338	+	10	92069339	-	aid=r193;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r194	10	92071429	+	10	92071430	-	aid=r194;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r195	10	92149999	+	10	92150000	-	aid=r195;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r196	10	92170696	+	10	92170697	-	aid=r196;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r197	10	92221072	+	10	92221073	-	aid=r197;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r198	10	92249999	+	10	92250000	-	aid=r198;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r199	10	115849999	+	10	115850000	-	aid=r199;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r200	10	115899999	+	10	115900000	-	aid=r200;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r201	10	116924030	+	10	116924031	-	aid=r201;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r202	10	116938450	+	10	116938451	-	aid=r202;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r203	10	117993132	+	10	117993133	-	aid=r203;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r204	10	118003435	+	10	118003436	-	aid=r204;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r205	10	123442652	+	10	123442653	-	aid=r205;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r206	10	123444843	+	10	123444844	-	aid=r206;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r207	10	124399999	+	10	124400000	-	aid=r207;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r208	10	124410358	+	10	124410359	-	aid=r208;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r209	10	124446114	+	10	124446115	-	aid=r209;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r210	10	124449999	+	10	124450000	-	aid=r210;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r211	10	124649999	+	10	124650000	-	aid=r211;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r212	10	124677443	+	10	124677444	-	aid=r212;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r213	11	560709	+	11	560710	-	aid=r213;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r214	11	687515	+	11	687516	-	aid=r214;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r215	11	8325938	+	11	8325939	-	aid=r215;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r216	11	8349999	+	11	8350000	-	aid=r216;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r217	11	20599999	+	11	20600000	-	aid=r217;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r218	11	20610030	+	11	20610031	-	aid=r218;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r219	11	20949999	+	11	20950000	-	aid=r219;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r220	11	20980452	+	11	20980453	-	aid=r220;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r221	11	21899999	+	11	21900000	-	aid=r221;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r222	11	21924312	+	11	21924313	-	aid=r222;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r223	11	24211703	+	11	24211704	-	aid=r223;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r224	11	24249999	+	11	24250000	-	aid=r224;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r225	11	26653211	+	11	26653212	-	aid=r225;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r226	11	26657262	+	11	26657263	-	aid=r226;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r227	11	39332962	+	11	39332963	-	aid=r227;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r228	11	39349999	+	11	39350000	-	aid=r228;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r229	11	49699999	+	11	49700000	-	aid=r229;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r230	11	49702954	+	11	49702955	-	aid=r230;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r231	11	56699999	+	11	56700000	-	aid=r231;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r232	11	56726280	+	11	56726281	-	aid=r232;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r233	11	59583469	+	11	59583470	-	aid=r233;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r234	11	59599999	+	11	59600000	-	aid=r234;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r235	11	61859823	+	11	61859824	-	aid=r235;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r236	11	61865557	+	11	61865558	-	aid=r236;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r237	11	64099999	+	11	64100000	-	aid=r237;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r238	11	64149999	+	11	64150000	-	aid=r238;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r239	11	65008067	+	11	65008068	-	aid=r239;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r240	11	65008538	+	11	65008539	-	aid=r240;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r241	11	73449999	+	11	73450000	-	aid=r241;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
