aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
261	7	45032315	-	7	45058716	+	aid=261;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
293	7	51686492	-	7	51756713	+	aid=293;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
299	7	53407111	-	7	53412989	+	aid=299;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
329	7	57653173	-	7	57660800	+	aid=329;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
409	7	70364114	-	7	70370524	+	aid=409;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
457	7	77128579	-	7	77148487	+	aid=457;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
470	7	80321163	-	7	80328222	+	aid=470;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
471	7	80513020	-	7	80532942	-	aid=471;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
472	7	80531957	+	7	80533264	+	aid=472;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
514	7	88054879	-	7	88842584	-	aid=514;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
506	7	88135472	-	7	88153019	+	aid=506;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
513	7	88841274	+	7	88842583	+	aid=513;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
521	7	88841425	-	7	90310253	+	aid=521;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
516	7	89176585	-	7	89179416	+	aid=516;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
525	7	90667052	-	7	90674275	+	aid=525;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
529	7	90842625	-	7	90904277	+	aid=529;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
655	7	94271860	+	9	120498224	-	aid=655;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
654	7	94271912	-	9	120498223	+	aid=654;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
577	7	96418042	-	8	102730342	+	aid=577;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
573	7	102101361	-	7	102113848	+	aid=573;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
574	7	102113609	-	7	102114465	+	aid=574;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
578	7	102746213	-	7	102838185	+	aid=578;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
581	7	103088325	-	7	103225233	+	aid=581;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
589	7	104819459	-	7	104832965	+	aid=589;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
612	7	107561087	+	7	107578320	+	aid=612;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
627	7	111098590	-	7	111231266	+	aid=627;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
661	7	118395965	-	7	121253813	+	aid=661;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
656	7	120693879	-	7	120706704	+	aid=656;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
659	7	121164330	-	7	121174350	+	aid=659;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
701	7	134522128	-	7	134739393	+	aid=701;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
706	7	136365038	-	7	136372724	+	aid=706;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
710	7	138763768	-	7	138782516	+	aid=710;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
416	7	148068256	+	9	71379184	-	aid=416;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
741	7	154759303	-	7	154793626	+	aid=741;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 3}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=N
207	8	249268	-	19	35135314	+	aid=207;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 2, 'BB': 0}};at=N
206	8	2403436	+	19	35135089	-	aid=206;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
28	8	5987657	-	8	6560384	+	aid=28;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
13	8	9397485	+	10	3702256	-	aid=13;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
12	8	9901336	-	10	3678558	+	aid=12;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
67	8	15930985	-	8	15938380	-	aid=67;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
80	8	17397487	-	8	17881700	+	aid=80;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
478	8	22100070	-	9	81773803	-	aid=478;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
123	8	22101720	+	8	23085436	+	aid=123;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
479	8	23084864	-	9	81781369	+	aid=479;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
477	8	24940592	+	9	81764091	+	aid=477;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
270	8	24940647	-	22	47042091	-	aid=270;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
265	8	25313838	+	22	46482664	-	aid=265;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
164	8	27341219	-	8	28270311	+	aid=164;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
365	8	27700269	-	12	63610448	-	aid=365;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
530	8	37557296	-	9	91058949	-	aid=530;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 2, 'BB': 0}};at=N
473	8	42680535	+	11	80813086	-	aid=473;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
287	8	42680536	-	8	50567716	+	aid=287;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
92	8	48703093	+	17	19344697	-	aid=92;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
285	8	50380882	-	8	50388109	+	aid=285;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
330	8	56710226	-	8	57753500	+	aid=330;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
298	8	67433655	-	13	53215915	+	aid=298;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
389	8	67786778	+	8	67791516	-	aid=389;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
396	8	67937538	+	8	68692620	-	aid=396;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
604	8	82804010	-	10	106689341	-	aid=604;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
605	8	82804210	+	10	106698806	+	aid=605;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
537	8	86982020	-	8	92566149	-	aid=537;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
120	8	90282367	+	15	22810946	-	aid=120;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
539	8	92699715	-	8	92708112	+	aid=539;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
545	8	94695400	-	8	95022227	+	aid=545;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
551	8	96349076	-	8	96428274	+	aid=551;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
559	8	99344859	-	8	99348215	+	aid=559;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
571	8	101681860	-	8	101701547	+	aid=571;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
580	8	103159070	-	8	103211406	+	aid=580;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
124	8	106439602	+	18	23092192	-	aid=124;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
623	8	110539029	-	8	110562109	+	aid=623;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
660	8	120475156	-	8	121241970	+	aid=660;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 2, 'BB': 0}};at=N
689	8	127546690	-	8	128844775	+	aid=689;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
692	8	128436590	-	8	129090031	+	aid=692;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
688	8	128748457	-	8	128759165	+	aid=688;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
708	8	137586655	-	8	137593796	+	aid=708;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
709	8	137980609	-	8	137981771	+	aid=709;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
712	8	138985923	+	8	138988049	-	aid=712;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
4	9	871371	-	9	876732	+	aid=4;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
58	9	14171028	-	9	14176290	+	aid=58;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
78	9	17582908	-	9	17585843	+	aid=78;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
147	9	25961159	-	9	25967375	+	aid=147;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
214	9	35464764	-	9	35494471	+	aid=214;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
256	9	42933560	-	9	42958676	+	aid=256;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
522	9	90541502	-	9	90573895	+	aid=522;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
526	9	90807660	-	9	90808035	+	aid=526;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
533	9	91930173	-	9	92014926	+	aid=533;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
548	9	93648931	-	9	95519000	+	aid=548;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
587	9	104627023	+	9	104627583	-	aid=587;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
599	9	106207290	-	9	106216720	+	aid=599;cn={'2': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 1, 'BB': 0}};at=N
613	9	107633193	-	9	107763110	+	aid=613;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
616	9	108976260	-	9	108991113	+	aid=616;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
643	9	117529370	-	9	117586819	+	aid=643;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
703	9	134317294	-	9	135273314	+	aid=703;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
713	9	139745419	-	9	139767219	+	aid=713;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
43	X	9642978	-	X	9656087	+	aid=43;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
88	X	17448708	-	X	19184389	+	aid=88;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
95	X	19775533	-	X	19827504	+	aid=95;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
119	X	22784360	-	X	22807791	+	aid=119;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
130	X	23815949	-	X	23819156	+	aid=130;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
156	X	27411162	+	X	27419291	-	aid=156;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
160	X	27720500	+	12	15740490	-	aid=160;cn={'2': {'AA': 0, 'AB': 1, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 1, 'BA': 0, 'BB': 0}};at=N
162	X	27791987	-	X	27798661	+	aid=162;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
314	X	55195569	-	X	55197234	+	aid=314;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
359	X	62681785	-	11	59590334	+	aid=359;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
360	X	62681912	+	11	59567245	-	aid=360;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=N
380	X	66110741	-	X	66167153	+	aid=380;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
463	X	79398185	-	X	79412256	+	aid=463;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
600	X	106232997	-	X	106236958	+	aid=600;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
609	X	107260932	-	X	107265192	+	aid=609;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
637	X	115133595	-	X	115203002	+	aid=637;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
673	X	123247071	-	X	123255235	+	aid=673;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
697	X	130999497	-	X	131010343	+	aid=697;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=N
r1	1	99999	+	1	100000	-	aid=r1;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r2	1	249999	+	1	250000	-	aid=r2;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3	1	399999	+	1	400000	-	aid=r3;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r4	1	549999	+	1	550000	-	aid=r4;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r5	1	599999	+	1	600000	-	aid=r5;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r6	1	649999	+	1	650000	-	aid=r6;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r7	1	699999	+	1	700000	-	aid=r7;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r8	1	849999	+	1	850000	-	aid=r8;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r9	1	936451	+	1	936452	-	aid=r9;cn={'2': {'AA': 4, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r10	1	936773	+	1	936774	-	aid=r10;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r11	1	949999	+	1	950000	-	aid=r11;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r12	1	1138839	+	1	1138840	-	aid=r12;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r13	1	1139038	+	1	1139039	-	aid=r13;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r14	1	1209066	+	1	1209067	-	aid=r14;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r15	1	1699999	+	1	1700000	-	aid=r15;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r16	1	1749999	+	1	1750000	-	aid=r16;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r17	1	1799999	+	1	1800000	-	aid=r17;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r18	1	1849999	+	1	1850000	-	aid=r18;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r19	1	2449999	+	1	2450000	-	aid=r19;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r20	1	2499999	+	1	2500000	-	aid=r20;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r21	1	3207808	+	1	3207809	-	aid=r21;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r22	1	3899999	+	1	3900000	-	aid=r22;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r23	1	3999999	+	1	4000000	-	aid=r23;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r24	1	4034373	+	1	4034374	-	aid=r24;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
