aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r582	10	103407703	+	10	103407704	-	aid=r582;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r583	10	103599999	+	10	103600000	-	aid=r583;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r584	10	103627135	+	10	103627136	-	aid=r584;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r585	10	103643933	+	10	103643934	-	aid=r585;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r586	10	103649999	+	10	103650000	-	aid=r586;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r587	10	104549999	+	10	104550000	-	aid=r587;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r588	10	104552727	+	10	104552728	-	aid=r588;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r589	10	104559811	+	10	104559812	-	aid=r589;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r590	10	104589904	+	10	104589905	-	aid=r590;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r591	10	104599999	+	10	104600000	-	aid=r591;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r592	10	104649999	+	10	104650000	-	aid=r592;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r593	10	104651999	+	10	104652000	-	aid=r593;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r594	10	104658817	+	10	104658818	-	aid=r594;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r595	10	104669049	+	10	104669050	-	aid=r595;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r596	10	104670472	+	10	104670473	-	aid=r596;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r597	10	104673058	+	10	104673059	-	aid=r597;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r598	10	104675003	+	10	104675004	-	aid=r598;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r599	10	104675208	+	10	104675209	-	aid=r599;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r600	10	104699999	+	10	104700000	-	aid=r600;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r601	10	105799999	+	10	105800000	-	aid=r601;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r602	10	105844860	+	10	105844861	-	aid=r602;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r603	10	105845157	+	10	105845158	-	aid=r603;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r604	10	105845238	+	10	105845239	-	aid=r604;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r605	10	105849999	+	10	105850000	-	aid=r605;cn={'2': {'AA': 3, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r606	10	105861166	+	10	105861167	-	aid=r606;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r607	10	105861235	+	10	105861236	-	aid=r607;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r608	10	105882086	+	10	105882087	-	aid=r608;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r609	10	105882150	+	10	105882151	-	aid=r609;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r610	10	106249999	+	10	106250000	-	aid=r610;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r611	10	106299999	+	10	106300000	-	aid=r611;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r612	10	109799999	+	10	109800000	-	aid=r612;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r613	10	109849999	+	10	109850000	-	aid=r613;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r614	10	112749999	+	10	112750000	-	aid=r614;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r615	10	112799999	+	10	112800000	-	aid=r615;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r616	10	113638148	+	10	113638149	-	aid=r616;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r617	10	113645007	+	10	113645008	-	aid=r617;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r618	10	113645066	+	10	113645067	-	aid=r618;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r619	10	113649964	+	10	113649965	-	aid=r619;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r620	10	113649999	+	10	113650000	-	aid=r620;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r621	10	114049999	+	10	114050000	-	aid=r621;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r622	10	114061945	+	10	114061946	-	aid=r622;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r623	10	114062946	+	10	114062947	-	aid=r623;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r624	10	114063502	+	10	114063503	-	aid=r624;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r625	10	114064710	+	10	114064711	-	aid=r625;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r626	10	114072288	+	10	114072289	-	aid=r626;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r627	10	114075818	+	10	114075819	-	aid=r627;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r628	10	114098804	+	10	114098805	-	aid=r628;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r629	10	114099999	+	10	114100000	-	aid=r629;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r630	10	114110067	+	10	114110068	-	aid=r630;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r631	10	114149999	+	10	114150000	-	aid=r631;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r632	10	114185922	+	10	114185923	-	aid=r632;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r633	10	114194115	+	10	114194116	-	aid=r633;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r634	10	114206730	+	10	114206731	-	aid=r634;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r635	10	114208502	+	10	114208503	-	aid=r635;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r636	10	114217843	+	10	114217844	-	aid=r636;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r637	10	114218066	+	10	114218067	-	aid=r637;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r638	10	114224999	+	10	114225000	-	aid=r638;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r639	10	114449999	+	10	114450000	-	aid=r639;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r640	10	114451921	+	10	114451922	-	aid=r640;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r641	10	114476335	+	10	114476336	-	aid=r641;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r642	10	114499999	+	10	114500000	-	aid=r642;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r643	10	114799999	+	10	114800000	-	aid=r643;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r644	10	114819359	+	10	114819360	-	aid=r644;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r645	10	114833662	+	10	114833663	-	aid=r645;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r646	10	114849999	+	10	114850000	-	aid=r646;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r647	10	115147560	+	10	115147561	-	aid=r647;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r648	10	115147733	+	10	115147734	-	aid=r648;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r649	10	115710515	+	10	115710516	-	aid=r649;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r650	10	115711915	+	10	115711916	-	aid=r650;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r651	10	115718908	+	10	115718909	-	aid=r651;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r652	10	115719039	+	10	115719040	-	aid=r652;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r653	10	116999999	+	10	117000000	-	aid=r653;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r654	10	117049999	+	10	117050000	-	aid=r654;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r655	10	124599999	+	10	124600000	-	aid=r655;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r656	10	124649999	+	10	124650000	-	aid=r656;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r657	10	124999999	+	10	125000000	-	aid=r657;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r658	10	125049999	+	10	125050000	-	aid=r658;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r659	10	127549999	+	10	127550000	-	aid=r659;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r660	10	127649999	+	10	127650000	-	aid=r660;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r661	10	134399999	+	10	134400000	-	aid=r661;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r662	10	134449999	+	10	134450000	-	aid=r662;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r663	10	135449999	+	10	135450000	-	aid=r663;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r664	10	135499999	+	10	135500000	-	aid=r664;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r665	11	149999	+	11	150000	-	aid=r665;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r666	11	199999	+	11	200000	-	aid=r666;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r667	11	1149999	+	11	1150000	-	aid=r667;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r668	11	1199999	+	11	1200000	-	aid=r668;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r669	11	2349999	+	11	2350000	-	aid=r669;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r670	11	2399999	+	11	2400000	-	aid=r670;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r671	11	3299999	+	11	3300000	-	aid=r671;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r672	11	3349999	+	11	3350000	-	aid=r672;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r673	11	5749999	+	11	5750000	-	aid=r673;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r674	11	5799999	+	11	5800000	-	aid=r674;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r675	11	8199999	+	11	8200000	-	aid=r675;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r676	11	8249999	+	11	8250000	-	aid=r676;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r677	11	11149999	+	11	11150000	-	aid=r677;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r678	11	11199999	+	11	11200000	-	aid=r678;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r679	11	13049999	+	11	13050000	-	aid=r679;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r680	11	13349999	+	11	13350000	-	aid=r680;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r681	11	18899999	+	11	18900000	-	aid=r681;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r682	11	18999999	+	11	19000000	-	aid=r682;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r683	11	23624999	+	11	23625000	-	aid=r683;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r684	11	23699999	+	11	23700000	-	aid=r684;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r685	11	28849999	+	11	28850000	-	aid=r685;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r686	11	28924999	+	11	28925000	-	aid=r686;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r687	11	38699999	+	11	38700000	-	aid=r687;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r688	11	38799999	+	11	38800000	-	aid=r688;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r689	11	42749999	+	11	42750000	-	aid=r689;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r690	11	42799999	+	11	42800000	-	aid=r690;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r691	11	45949999	+	11	45950000	-	aid=r691;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r692	11	45999999	+	11	46000000	-	aid=r692;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r693	11	46399999	+	11	46400000	-	aid=r693;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r694	11	46474999	+	11	46475000	-	aid=r694;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r695	11	48649999	+	11	48650000	-	aid=r695;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r696	11	48949999	+	11	48950000	-	aid=r696;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r697	11	50299999	+	11	50300000	-	aid=r697;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r698	11	51349999	+	11	51350000	-	aid=r698;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r699	11	51399999	+	11	51400000	-	aid=r699;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r700	11	51449999	+	11	51450000	-	aid=r700;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r701	11	55099999	+	11	55100000	-	aid=r701;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r702	11	56899999	+	11	56900000	-	aid=r702;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r703	11	56949999	+	11	56950000	-	aid=r703;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r704	11	57149999	+	11	57150000	-	aid=r704;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r705	11	57199999	+	11	57200000	-	aid=r705;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r706	11	59049999	+	11	59050000	-	aid=r706;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r707	11	59124999	+	11	59125000	-	aid=r707;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r708	11	59349999	+	11	59350000	-	aid=r708;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r709	11	59399999	+	11	59400000	-	aid=r709;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r710	11	60999999	+	11	61000000	-	aid=r710;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r711	11	61049999	+	11	61050000	-	aid=r711;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r712	11	61899999	+	11	61900000	-	aid=r712;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r713	11	61949999	+	11	61950000	-	aid=r713;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r714	11	62049999	+	11	62050000	-	aid=r714;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r715	11	62099999	+	11	62100000	-	aid=r715;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
